0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0024000000000000, 0024000000000000, 0000000000000000, 0007000000000000, 000C000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
001E000000000000, 001E000000000000, 0000000000000000, 0006000000000000, 0008000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
004A000000000000, 004A000000000000, 0000000000000000, 000F000000000000, 0020000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000
000D000000000000, 000D000000000000, 0000000000000000, 0003000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0003000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
00E8000000000000, 00E8000000000000, 00D4000000000000, 0099000000000000, 00C4000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0002000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0024000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
001C000000000000, 001C000000000000, 0000000000000000, 0006000000000000, 0007000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000
0046000000000000, 0046000000000000, 0000000000000000, 000E000000000000, 001E000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0055000000000000, 0055000000000000, 0051000000000000, 004A000000000000, 0059000000000000, 01F7000000000000, 0105000000000000, 01F7000000000000, 01F7000000000000
0023000000000000, 0023000000000000, 0000000000000000, 0007000000000000, 000D000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
008B000000000000, 008B000000000000, 0061000000000000, 004B000000000000, 0070000000000000, 0000000000000000, 0001000000000000, 0002000000000000, 0002000000000000
0040000000000000, 0040000000000000, 0000000000000000, 000D000000000000, 0018000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0089000000000000, 0089000000000000, 0064000000000000, 004D000000000000, 006D000000000000, 0000000000000000, 0001000000000000, 0002000000000000, 0002000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0006000000000000, 0006000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0040000000000000, 0040000000000000, 0000000000000000, 000D000000000000, 0019000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
00B1000000000000, 00B1000000000000, 006E000000000000, 004D000000000000, 007E000000000000, 0030000000000000, 001A000000000000, 0030000000000000, 0030000000000000
000E000000000000, 000E000000000000, 0000000000000000, 0003000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0024000000000000, 0024000000000000, 0000000000000000, 0007000000000000, 000D000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 000A000000000000
001C000000000000, 001C000000000000, 0000000000000000, 0006000000000000, 0009000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0004000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
002B000000000000, 002B000000000000, 0000000000000000, 0009000000000000, 000F000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0018000000000000, 0018000000000000, 0000000000000000, 0005000000000000, 0006000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
005D000000000000, 005D000000000000, 0057000000000000, 004D000000000000, 0070000000000000, 0055000000000000, 0031000000000000, 0055000000000000, 0055000000000000
00B9000000000000, 00B9000000000000, 0070000000000000, 004D000000000000, 007F000000000000, 0000000000000000, 0001000000000000, 0001000000000000, 0001000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
001F000000000000, 001F000000000000, 0000000000000000, 0006000000000000, 000B000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0002000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0003000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0006000000000000, 0006000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0023000000000000, 0023000000000000, 0000000000000000, 0007000000000000, 000C000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
002C000000000000, 002C000000000000, 0000000000000000, 0009000000000000, 0010000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0010000000000000, 0010000000000000, 0000000000000000, 0003000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0023000000000000, 0023000000000000, 0002000000000000, 0007000000000000, 000B000000000000, 0091000000000000, 0000000000000000, 0092000000000000, 0091000000000000
002E000000000000, 002E000000000000, 0000000000000000, 0009000000000000, 0012000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
007F000000000000, 007F000000000000, 0066000000000000, 0053000000000000, 0074000000000000, 0055000000000000, 0028000000000000, 0055000000000000, 0055000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0004000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0039000000000000, 0039000000000000, 0000000000000000, 000B000000000000, 0014000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000
0036000000000000, 0036000000000000, 0045000000000000, 004D000000000000, 004D000000000000, 0055000000000000, 003B000000000000, 0055000000000000, 0055000000000000
0063000000000000, 0063000000000000, 005E000000000000, 0062000000000000, 0076000000000000, 0055000000000000, 002F000000000000, 0055000000000000, 0055000000000000
00BC000000000000, 00BC000000000000, 0069000000000000, 004A000000000000, 0089000000000000, 0055000000000000, 003A000000000000, 0055000000000000, 0055000000000000
00A5000000000000, 00A5000000000000, 006E000000000000, 0061000000000000, 0089000000000000, 01F1000000000000, 0102000000000000, 01F2000000000000, 01F1000000000000
007B000000000000, 007B000000000000, 0061000000000000, 004C000000000000, 006C000000000000, 0000000000000000, 0014000000000000, 002A000000000000, 002A000000000000
0031000000000000, 0031000000000000, 0000000000000000, 000A000000000000, 0012000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0023000000000000, 0023000000000000, 0000000000000000, 0007000000000000, 000D000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0053000000000000, 0053000000000000, 0057000000000000, 004A000000000000, 005E000000000000, 0055000000000000, 003C000000000000, 0056000000000000, 0055000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 002C000000000000, 002B000000000000, 002B000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0037000000000000, 0037000000000000, 0000000000000000, 000B000000000000, 0017000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
00B0000000000000, 00B0000000000000, 0066000000000000, 004C000000000000, 007B000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000
0064000000000000, 0064000000000000, 0059000000000000, 004D000000000000, 0065000000000000, 0055000000000000, 0038000000000000, 0056000000000000, 0055000000000000
0066000000000000, 0066000000000000, 005E000000000000, 004A000000000000, 006D000000000000, 0055000000000000, 003D000000000000, 0056000000000000, 0055000000000000
00B9000000000000, 00B9000000000000, 0070000000000000, 004D000000000000, 007F000000000000, 0000000000000000, 0001000000000000, 0001000000000000, 0001000000000000
0053000000000000, 0053000000000000, 0000000000000000, 0011000000000000, 0029000000000000, 008D000000000000, 004A000000000000, 008D000000000000, 008D000000000000
0023000000000000, 0023000000000000, 0000000000000000, 0007000000000000, 000B000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000
0031000000000000, 0031000000000000, 0030000000000000, 001D000000000000, 0031000000000000, 0000000000000000, 0017000000000000, 0021000000000000, 0021000000000000
001C000000000000, 001C000000000000, 0000000000000000, 0006000000000000, 0007000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
000F000000000000, 000F000000000000, 0000000000000000, 0003000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0135000000000000, 0135000000000000, 0058000000000000, 004E000000000000, 00AC000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000
0002000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 002E000000000000, 002E000000000000, 002E000000000000
007B000000000000, 007B000000000000, 0061000000000000, 004C000000000000, 006E000000000000, 0000000000000000, 0015000000000000, 002A000000000000, 002A000000000000
0037000000000000, 0037000000000000, 0000000000000000, 000B000000000000, 0011000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0031000000000000, 0031000000000000, 0000000000000000, 000A000000000000, 0011000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
005A000000000000, 005A000000000000, 004D000000000000, 004B000000000000, 0058000000000000, 01F7000000000000, 00FD000000000000, 01F7000000000000, 01F7000000000000
001F000000000000, 001F000000000000, 0000000000000000, 0006000000000000, 0007000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
001B000000000000, 001B000000000000, 0000000000000000, 0005000000000000, 0007000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
001C000000000000, 001C000000000000, 0000000000000000, 0006000000000000, 0008000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
001B000000000000, 001B000000000000, 0000000000000000, 0005000000000000, 0009000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0018000000000000, 0018000000000000, 0026000000000000, 002B000000000000, 0030000000000000, 0055000000000000, 0040000000000000, 0056000000000000, 0055000000000000
0022000000000000, 0022000000000000, 0000000000000000, 0007000000000000, 000B000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0002000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
003D000000000000, 003D000000000000, 0000000000000000, 000C000000000000, 0017000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
003B000000000000, 003B000000000000, 0000000000000000, 000C000000000000, 0018000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0006000000000000, 0006000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
01DA000000000000, 01DA000000000000, 006E000000000000, 00E4000000000000, 00F1000000000000, 0055000000000000, 0014000000000000, 0056000000000000, 0055000000000000
001F000000000000, 001F000000000000, 0000000000000000, 0006000000000000, 000B000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000
00DD000000000000, 00DD000000000000, 0077000000000000, 0069000000000000, 009A000000000000, 0000000000000000, 0001000000000000, 0002000000000000, 002B000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0002000000000000, 0007000000000000, 0007000000000000
0022000000000000, 0022000000000000, 0007000000000000, 0009000000000000, 000D000000000000, 0000000000000000, 001D000000000000, 0023000000000000, 0023000000000000
00B9000000000000, 00B9000000000000, 0070000000000000, 004D000000000000, 007F000000000000, 0000000000000000, 0001000000000000, 0001000000000000, 0001000000000000
0002000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
000C000000000000, 000C000000000000, 0000000000000000, 0002000000000000, 0004000000000000, 01F6000000000000, 0122000000000000, 01F6000000000000, 01F6000000000000
001C000000000000, 001C000000000000, 0000000000000000, 0006000000000000, 0008000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000
0002000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0003000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
017C000000000000, 017C000000000000, 0083000000000000, 00DE000000000000, 00E0000000000000, 01F7000000000000, 0066000000000000, 01F7000000000000, 01F7000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0003000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0029000000000000, 0029000000000000, 0000000000000000, 0008000000000000, 000E000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0039000000000000, 0039000000000000, 0041000000000000, 002D000000000000, 004B000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
003B000000000000, 003B000000000000, 002E000000000000, 001D000000000000, 003B000000000000, 0000000000000000, 0001000000000000, 0002000000000000, 0028000000000000
0019000000000000, 0019000000000000, 0000000000000000, 0005000000000000, 0006000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
002E000000000000, 002E000000000000, 0000000000000000, 0009000000000000, 0012000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0004000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
001F000000000000, 001F000000000000, 0000000000000000, 0006000000000000, 0009000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0072000000000000, 0018000000000000, 0072000000000000, 0072000000000000
000E000000000000, 000E000000000000, 0013000000000000, 0016000000000000, 0020000000000000, 0056000000000000, 0040000000000000, 0056000000000000, 0056000000000000
0014000000000000, 0014000000000000, 0000000000000000, 0004000000000000, 0004000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0037000000000000, 0037000000000000, 0000000000000000, 000B000000000000, 0011000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 002D000000000000, 002D000000000000, 002D000000000000
000C000000000000, 000C000000000000, 0000000000000000, 0002000000000000, 0004000000000000, 0000000000000000, 001A000000000000, 0025000000000000, 0025000000000000
001B000000000000, 001B000000000000, 0000000000000000, 0005000000000000, 0007000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 001F000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
004A000000000000, 004A000000000000, 004F000000000000, 004C000000000000, 00BC000000000000, 0055000000000000, 0037000000000000, 0056000000000000, 0055000000000000
0015000000000000, 0015000000000000, 0000000000000000, 0004000000000000, 0005000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0003000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
003E000000000000, 003E000000000000, 0000000000000000, 000C000000000000, 001A000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000
0081000000000000, 0081000000000000, 005C000000000000, 0046000000000000, 006E000000000000, 0055000000000000, 0036000000000000, 0055000000000000, 0055000000000000
0012000000000000, 0012000000000000, 0000000000000000, 0004000000000000, 0005000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0017000000000000, 0017000000000000, 0000000000000000, 0005000000000000, 0007000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
00E3000000000000, 00E3000000000000, 0061000000000000, 004D000000000000, 008A000000000000, 0000000000000000, 0001000000000000, 0003000000000000, 0003000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0036000000000000, 0036000000000000, 0000000000000000, 000B000000000000, 0016000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000
00D1000000000000, 00D1000000000000, 0060000000000000, 006D000000000000, 00A7000000000000, 0055000000000000, 002C000000000000, 0055000000000000, 0055000000000000
0015000000000000, 0015000000000000, 0000000000000000, 0004000000000000, 0006000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000
000F000000000000, 000F000000000000, 0000000000000000, 0003000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
001D000000000000, 001D000000000000, 0000000000000000, 0006000000000000, 0009000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0002000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0005000000000000, 0005000000000000, 0002000000000000, 0003000000000000, 0003000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0001000000000000
000B000000000000, 000B000000000000, 0007000000000000, 0008000000000000, 001A000000000000, 01F0000000000000, 0120000000000000, 01F0000000000000, 01F0000000000000
0030000000000000, 0030000000000000, 0000000000000000, 000A000000000000, 0012000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0017000000000000, 0017000000000000, 0002000000000000, 0005000000000000, 0007000000000000, 0000000000000000, 0005000000000000, 0006000000000000, 0006000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0003000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0023000000000000, 0023000000000000, 0000000000000000, 0007000000000000, 000B000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000
001C000000000000, 001C000000000000, 0000000000000000, 0006000000000000, 0008000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
000F000000000000, 000F000000000000, 0000000000000000, 0003000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
000C000000000000, 000C000000000000, 0000000000000000, 0002000000000000, 0005000000000000, 0000000000000000, 0019000000000000, 0023000000000000, 0023000000000000
0009000000000000, 0009000000000000, 000C000000000000, 0009000000000000, 0011000000000000, 002B000000000000, 0019000000000000, 002C000000000000, 002B000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0098000000000000, 0098000000000000, 005D000000000000, 004C000000000000, 006B000000000000, 02C3000000000000, 0106000000000000, 02C3000000000000, 02C3000000000000
0020000000000000, 0020000000000000, 0000000000000000, 0006000000000000, 000A000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 000A000000000000
00AD000000000000, 00AD000000000000, 0087000000000000, 0071000000000000, 009F000000000000, 0000000000000000, 0001000000000000, 0001000000000000, 0001000000000000
0002000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
000B000000000000, 000B000000000000, 0013000000000000, 001A000000000000, 0029000000000000, 0055000000000000, 003C000000000000, 0056000000000000, 0055000000000000
0012000000000000, 0012000000000000, 0000000000000000, 0004000000000000, 0002000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
003C000000000000, 003C000000000000, 0000000000000000, 000C000000000000, 0019000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0004000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0039000000000000, 0039000000000000, 004A000000000000, 004E000000000000, 005C000000000000, 0055000000000000, 003E000000000000, 0056000000000000, 0055000000000000
0026000000000000, 0026000000000000, 0000000000000000, 0008000000000000, 000D000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
006D000000000000, 006D000000000000, 008C000000000000, 006C000000000000, 0086000000000000, 0055000000000000, 003C000000000000, 0055000000000000, 0055000000000000
0020000000000000, 0020000000000000, 0000000000000000, 0006000000000000, 000A000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000
0057000000000000, 0057000000000000, 0000000000000000, 0011000000000000, 0025000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0078000000000000, 0078000000000000, 008F000000000000, 0096000000000000, 0097000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0001000000000000
00A4000000000000, 00A4000000000000, 0066000000000000, 004B000000000000, 0080000000000000, 01F7000000000000, 00F5000000000000, 01F7000000000000, 01F7000000000000
0047000000000000, 0047000000000000, 004E000000000000, 0049000000000000, 004E000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000
002B000000000000, 002B000000000000, 001C000000000000, 0016000000000000, 0053000000000000, 002B000000000000, 0001000000000000, 0002000000000000, 002B000000000000
0014000000000000, 0014000000000000, 0000000000000000, 0004000000000000, 0005000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
003C000000000000, 003C000000000000, 0057000000000000, 006C000000000000, 00A4000000000000, 0055000000000000, 0038000000000000, 0055000000000000, 0055000000000000
